,comments,duration,languages,published_date,speaker_occupation,title,views,Positive,Negative,Moderate,related_views,event_class,Humanity/Progress_tag,arts/creativity_tag,philanthropy/religion_tag,music_tag,Global issues_tag,Scientific Fields_tag,media/entertainment_tag,Organizing/Perceiving Information_tag,Middle East_tag,Epidemics_tag,Outer-Space_tag,Vices/Prejudices_tag,exploration_tag,robots/prosthetics_tag,animals/organisms_tag
750,236,585,27,1282639500,Journalist,Inside an Antarctic time machine,592082,698,70,76,908599,TEDGlobal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
751,404,639,0,1282647660,"Writer, thinker",The empathic civilization,544047,3761,147,75,1969767,Other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
752,66,855,22,1282727040,Cartoonist,Learning from Sherman the shark,479113,800,66,78,2934470,Other,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
753,175,1034,24,1282812600,Writer,The political chemistry of oil,452632,583,169,53,661002,TEDx,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
754,137,458,37,1282902540,Online marketing whiz,What physics taught me about marketing,1373377,1276,327,297,2413565,TEDGlobal,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
755,396,1009,36,1283130000,Happiness researcher,The Happy Planet Index,1597719,3492,136,81,5031839,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
756,568,1090,25,1283244120,Sustainability expert,Let the environment guide our development,924806,1214,116,106,1061101,TEDGlobal,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
757,215,1523,29,1283330880,Spiritual leader,The technology of the heart,800001,732,261,72,2538933,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
758,582,195,58,1283417220,Entrepreneur,Keep your goals to yourself,4657799,3998,357,488,3050652,TEDGlobal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
759,175,848,28,1283503920,"Artist, photographer",The world's oldest living things,1424250,2296,149,126,890940,TEDGlobal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
760,626,1033,43,1283850660,Education researcher,The child-driven education,2528934,5414,55,83,2542159,TEDGlobal,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
761,70,1011,22,1283935080,Artist,Art of substance and absence,427590,454,123,46,1138095,Other,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
762,90,1238,26,1284022500,Diplomat,An independent diplomat,343532,718,86,18,650667,Other,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
763,97,764,27,1284107880,Arts administrator,Why the live arts matter,497710,791,88,40,1336403,TEDx,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
764,237,1214,0,1284138120,Marketer and author,This is broken,955329,2838,470,251,3778142,Other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
765,331,1094,23,1284366360,"Oceanographer, biogeochemist",Discovering ancient climates in oceans and ice,547649,600,54,23,1027909,Other,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
766,484,1133,31,1284450120,TED Curator,How web video powers global innovation,1306536,2893,86,88,3204973,TEDGlobal,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
767,241,241,39,1284541440,Writer,Our natural sleep cycle is nothing like what we do now,2244295,1691,497,607,6152055,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
768,125,1074,28,1284627300,"Physician, social scientist",How social networks predict epidemics,568761,995,100,47,1387550,Other,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
769,60,341,33,1284712140,Musician,Hurdy-gurdy for beginners,649740,607,39,50,1300300,TEDGlobal,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
770,209,534,30,1284972180,Artist,How pig parts make the world turn,1157394,1423,42,69,1734584,TEDGlobal,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
771,359,1065,33,1285059000,Writer,Where good ideas come from,3951683,4719,167,298,1114233,TEDGlobal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
772,40,1110,21,1285145640,HIV/AIDS fighter,Mothers helping mothers fight HIV,235221,235,8,36,709281,TEDGlobal,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
773,105,556,32,1285146180,"Activist, singer-songwriter",Why I am an HIV/AIDS activist,484254,486,41,36,654598,TEDGlobal,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
774,159,255,35,1285231620,Designer,The shape-shifting future of the mobile phone,875821,1279,211,132,1203840,TEDx,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
775,229,434,35,1285250100,Sound consultant,Shh! Sound health in 8 steps,1147609,1950,267,191,2471704,TEDGlobal,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
776,40,1690,0,1285488000,Ornithologist,The early birdwatchers,112321,599,27,31,1262368,Other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
777,141,310,33,1285576380,Journalist,The quantified self,865560,569,279,225,1680650,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
778,411,1165,28,1285663500,Computational neuroscientist,I am my connectome,942928,3062,256,122,2167432,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
779,68,641,26,1285748640,Analytical psychologist,Bringing peace to the minds of Afghanistan,343349,686,21,24,2008420,TEDGlobal,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
780,233,830,31,1285836660,Public health expert,How Mr. Condom made Thailand a better place for life and love,1059098,2174,35,31,1139367,TEDx,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
781,266,545,29,1286182800,Green designer,Are mushrooms the new plastic?,1097901,2773,34,29,1544177,TEDGlobal,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
782,364,1223,28,1286270340,Economist,An economic reality check,899942,2045,288,77,979317,TEDGlobal,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
783,35,1206,21,1286355180,Marine biologist,Tagging tuna in the deep ocean,334820,437,27,17,849472,Other,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
784,342,934,33,1286442720,Global health expert; data visionary,The good news of the decade? We're winning the war against child mortality,738895,2425,36,32,3716337,TEDx,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
785,505,197,55,1286527740,Brand strategist,The best gift I ever survived,3450119,5629,460,219,3245696,Yearly TED Conference,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
786,954,830,30,1286787300,Plant neurobiologist,The roots of plant intelligence,1075196,2254,61,98,1609268,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
787,322,988,31,1286873040,Philanthropist,What nonprofits can learn from Coca-Cola,1189754,1686,172,86,992673,TEDx,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
788,77,510,27,1286960340,Building activist,Haiti's disaster of engineering,317127,541,24,58,1263494,TEDGlobal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,69,1190,23,1287047700,Artist and engineer,The art of the eco-mindshift,414028,751,80,34,1185990,Other,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
790,148,1080,30,1287132780,"Humorist, web artist",My web playroom,1876053,2171,121,49,2211354,TEDGlobal,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
791,225,775,0,1287307320,City councilman,A message to gay teens: It gets better,278672,3158,35,26,1126729,Other,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
792,718,1113,35,1287394020,Microlender,"Poverty, money -- and love",1359611,3507,133,63,1001271,TEDGlobal,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
793,266,914,29,1287475740,Food scientist,The brain in your gut,1342475,1328,249,141,2211060,TEDGlobal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
794,259,318,32,1287572760,Artist and activist,Tough truths about plastic pollution,688861,948,117,98,1096020,Other,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
795,135,752,39,1287650880,Editorial cartoonist,The power of cartoons,759736,1349,92,100,884157,TEDGlobal,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
796,63,195,34,1287737340,Electronic music pioneer,"""(Nothing But) Flowers"" with string quartet",621361,460,94,48,1278917,Yearly TED Conference,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
797,190,1180,23,1287997620,"Scientist, innovator",Breakthrough designs for ultra-low-cost products,622593,1232,88,24,1694038,Other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
798,264,1095,25,1288084080,Diplomat,Global power shifts,954049,1165,229,119,1465843,TEDGlobal,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
799,91,566,35,1288169880,Chef,Sustainable seafood? Let's get smart,556032,605,147,92,1388157,Other,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
800,83,923,24,1288253220,Entomologist,Natural pest control ... using bugs!,368770,704,33,26,1113729,TEDx,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
801,144,671,34,1288349340,Multimedia artist,Glorious visions in animation and performance,829399,1734,110,72,1649545,TEDGlobal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,343,988,30,1288603020,Gaming theorist,7 ways games reward the brain,1021573,1509,331,160,2964564,TEDGlobal,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
803,834,422,36,1288685640,Voting system designer,E-voting without fraud,543551,1585,149,111,4151203,TEDGlobal,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
804,58,1035,28,1288770540,Oceanographer,Saving the ocean one island at a time,454323,647,30,26,892790,Other,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
805,124,1054,28,1288824240,Optogeneticist,Re-engineering the brain,611081,1321,68,24,2335384,TEDGlobal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
806,226,1159,28,1288967040,Musician,A one-man orchestra of the imagination,1231423,1410,85,63,1003378,Yearly TED Conference,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
807,156,1003,29,1289229480,Humanitarian design activist,Teaching design for change,943245,1812,65,48,1096754,TEDGlobal,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
808,74,1055,24,1289314740,Ethnic conflicts scholar,The path to ending ethnic conflicts,307628,194,152,42,930004,TEDGlobal,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
809,850,927,36,1289401020,Photographer,America's native prisoners of war,1347633,4746,165,56,1470960,TEDx,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
810,146,1066,26,1289488560,Labor-rights activist,Making global labor fair,586814,796,110,44,1804263,TEDGlobal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
811,134,222,36,1289574540,Ecologist,Simplifying complexity,1154719,1730,253,109,1875549,TEDGlobal,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
812,579,1039,32,1289833380,Mathematician,Teaching kids real math with computers,1499219,2964,282,147,1747053,TEDGlobal,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
813,388,933,34,1289921040,Philosopher,A Darwinian theory of beauty,2012387,3196,301,149,1637723,Yearly TED Conference,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
814,52,946,24,1290006420,"Computer Scientist, Educator",What a bike ride can teach you,539950,900,38,30,2590869,TEDx,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
815,305,815,33,1290092040,"Designer, educator",My green school dream,960523,2057,98,47,1555423,TEDGlobal,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
816,31,946,22,1290175393,High seas policy advisor,Making law on the high seas,349168,289,87,40,812681,Other,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
817,140,561,27,1290437580,Neuropsychologist,Protecting the brain against concussion,452578,468,532,122,2138372,TEDx,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
818,187,1066,30,1290523500,Activist and social entrepreneur,"Women, wartime and the dream of peace",505716,1302,58,17,1267151,TEDGlobal,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
819,589,921,37,1290613380,Software entrepreneur,Why work doesn't happen at work,4908787,7174,877,584,8971506,TEDx,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
820,189,1077,26,1290698188,Builder,Creative houses from reclaimed stuff,1112351,3388,47,40,1624081,TEDx,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
821,767,314,39,1291044840,Aspiring organic farmer,What's wrong with our food system,2152734,4379,1166,179,2205811,TEDx,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
822,366,1125,37,1291134180,Mediator,"The walk from ""no"" to ""yes""",1828181,4309,282,127,870472,TEDx,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
823,297,994,32,1291215600,Ecological entomologist,Why not eat insects?,1393541,1261,96,59,1729260,TEDGlobal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
824,233,731,31,1291303500,Product developer,How I taught rats to sniff out land mines,532619,1590,9,15,1122978,TEDx,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
825,117,529,32,1291391400,Green chef,A vision for sustainable restaurants,833901,1015,74,88,2411996,TEDGlobal,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
826,209,585,28,1291834140,Change catalyst,A feminine response to Iceland's financial crash,588691,1344,105,34,1816205,TEDWomen,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
827,893,673,36,1291933500,"Author, educator, activist",A call to men,2235818,6063,178,121,1425440,TEDWomen,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
828,220,527,36,1292256591,Corrections pioneer,A police chief with a difference,849372,2127,63,47,1208037,TEDWomen,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
829,831,972,29,1292379480,Journalist,New data on the rise of women,851862,1183,751,97,2339627,TEDWomen,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
830,301,605,36,1292431320,Educator,How to learn? From mistakes,1882742,2713,158,142,2097543,TEDx,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
831,219,1028,32,1292510460,Website co-founders,Let's talk parenting taboos,2108409,2849,238,187,3532227,TEDWomen,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
832,291,994,29,1292601360,Trust researcher,The case for collaborative consumption,1125092,2463,116,74,965224,TEDx,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
833,473,700,0,1292773140,Author/educator,Changing education paradigms,1854997,8790,124,118,7266355,Other,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
834,153,1040,28,1292858280,"Conservationists, filmmakers",Life lessons from big cats,858303,1848,14,15,1180210,TEDWomen,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
835,868,898,46,1292943083,"COO, Facebook",Why we have too few women leaders,7431179,8858,318,228,1380809,TEDWomen,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
836,68,1079,23,1293032700,Activist for environmental justice,3 stories of local eco-entrepreneurship,702793,750,37,28,1301346,TEDx,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
837,1927,1219,52,1293115500,Vulnerability researcher,The power of vulnerability,31168150,58794,784,500,4090332,TEDx,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
838,272,1387,32,1293809880,Psychologist,Using our practical wisdom,948622,2330,218,99,1493365,TEDSalon,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
839,409,250,57,1294066920,Journalist,How to succeed? Get more sleep,4241096,3402,964,540,4175110,TEDWomen,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
840,2374,573,35,1294155180,"Writer, psychologist",On reading the Koran,1847256,5722,461,155,1018392,TEDx,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
841,214,991,28,1294243320,Researcher,Your brain on improv,1231800,2639,82,77,1747324,TEDx,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
842,207,1268,30,1294334700,"Physician, cancer researcher","A test that finds 3x more breast tumors, and why it's not available to you",892492,2737,57,34,643454,TEDWomen,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
843,592,1053,36,1294416840,"Director, The Institute for Global Happiness",The 3 A's of awesome,2859644,8402,214,184,2890322,TEDx,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
844,205,652,32,1294673640,Nobel peace laureate,A realistic vision for world peace,667218,1008,186,82,783729,TEDWomen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
845,250,473,38,1294758900,Cyborg Anthropologist ,We are all cyborgs now,1475333,2140,209,256,1497552,TEDWomen,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
846,179,651,29,1294849020,Designer,How I built a toaster -- from scratch,1301834,1497,105,89,1099856,TEDSalon,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
847,322,668,31,1294934220,Wellness specialist,"Take ""the Other"" to lunch",1208946,2213,298,149,1422238,TEDWomen,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
848,616,750,35,1295022480,Instructional designer,Gaming to re-engage boys in learning,953587,1964,284,145,1639957,TEDx,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0
849,342,1189,27,1295281200,"Author, Activist ",Addicted to risk,900395,2113,247,60,1551068,TEDWomen,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
850,142,1085,28,1295368380,Soprano,Singing after a double lung transplant,521502,1344,98,30,1496756,Other,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
851,356,769,26,1295459100,Social justice and green energy activist,The economic injustice of plastic,462012,1123,384,114,1163423,TEDx,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0
852,55,996,22,1295538060,Scientific visualization expert,Visualizing the medical data explosion,463366,1044,28,21,1511242,TEDx,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
853,114,364,30,1295624340,Roboticist ,Silicon-based comedy,757335,1030,169,194,1206008,TEDWomen,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
854,920,1290,33,1295884020,"Writer, columnist",Understanding the rise of China,2327025,4091,272,156,1565848,TEDSalon,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
855,98,993,27,1295971087,Healthcare communicator,It's time to redesign medical data,497626,1382,42,40,877857,Other,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
856,132,402,38,1296054720,Cartoonist ,Drawing on humor for change,1300622,1782,115,177,704557,TEDWomen,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
857,146,904,26,1296058080,"Artist, scientist and entrepreneur","Know thyself, with a brain scanner",399314,494,331,84,1987163,TEDx,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
858,58,1233,20,1296149280,Writer,The council of dads,465856,622,66,32,1825883,Other,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
859,76,607,25,1296484980,Landscape architect,Reviving New York's rivers -- with oysters!,316975,782,68,39,976433,TEDWomen,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
860,98,707,30,1296575040,Tech publisher,We are makers,724865,732,144,147,1181361,Other,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
861,168,507,35,1296660480,Media maven,Social media and the end of gender,1272294,1024,300,255,1283163,TEDWomen,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
862,350,952,32,1296748080,"Journalist, runner",Are we born to run?,2434842,3137,186,98,3136998,TEDx,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
863,89,353,35,1296835560,"Poet, playwright","Poems of war, peace, women, power",599444,1081,72,42,1216956,TEDWomen,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
864,283,605,41,1297099320,Author and marketer,How to make work-life balance work,3813685,7705,110,221,2462173,TEDx,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
865,189,844,27,1297180140,Roboticist ,The rise of personal robots,1064574,1418,214,123,1389023,TEDWomen,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
866,79,523,35,1297276080,Somali doctors who treat women refugees,Mother and daughter doctor-heroes,348647,731,6,14,2015229,TEDWomen,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
867,229,826,32,1297351740,Architect,Using nature's genius in architecture,1740568,4903,41,36,1098241,TEDSalon,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
868,93,716,31,1297437420,Whistler,A whistleblower you haven't heard,1917442,997,83,44,2114829,TEDx,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
869,84,953,25,1297704240,Journalist,Reconnecting with compassion,694181,806,113,47,772344,Other,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
870,347,617,45,1297795258,Language ,The linguistic genius of babies,2513242,4703,107,141,1559482,TEDx,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
871,165,1068,27,1297870800,Investor and advocate for moral leadership,Inspiring a life of immersion,861056,2028,136,102,1034920,TEDWomen,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
872,76,887,26,1297958160,Entrepreneur,"The future of business is the ""mesh""",710327,538,99,62,936413,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,107,779,35,1298042940,Former US Secretary of State,On being a woman and a diplomat,729867,1409,63,28,2207319,TEDWomen,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
874,273,1098,31,1298303580,Economist,How to use experts -- and when not to,880598,1405,582,138,2947615,TEDSalon,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
875,38,954,24,1298388360,Facial surgeon,Saving faces: A facial surgeon's craft,620073,708,30,31,954999,TEDGlobal,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
876,555,613,30,1298478300,"Explorer, ethnographer",Curating humanity's heritage,439180,555,183,45,1312225,TEDWomen,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
877,82,1195,23,1298564220,Computer theorist,Understanding cancer through proteomics,420269,726,42,39,1497765,Other,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
878,97,565,36,1298650980,Piano trio,"A modern take on piano, violin, cello",746852,869,59,43,1205057,TEDWomen,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
879,163,1032,32,1299095820,Journalist,A historic moment in the Arab world,922923,1673,68,42,865463,Yearly TED Conference,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
880,378,1449,38,1299202320,Street artist,My wish: Use art to turn the world inside out,2626483,3974,90,50,1008260,Yearly TED Conference,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
881,190,591,32,1299268740,Internet activist and computer engineer,Inside the Egyptian revolution,914212,1528,53,67,816142,Yearly TED Conference,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
882,231,616,35,1299270660,Philanthropist,How state budgets are breaking US schools,1866264,1509,253,207,2840111,Yearly TED Conference,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,249,1044,27,1299526260,Surgeon,Printing a human kidney,2783715,3162,50,38,1096683,Yearly TED Conference,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
884,202,686,29,1299601440,Journalist,This isn't her mother's feminism,953671,1252,303,113,2105116,TEDWomen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
885,548,1227,43,1299681960,Educator and social entrepreneur,Let's use video to reinvent education,4609857,9363,169,172,1187570,Yearly TED Conference,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
886,370,1192,33,1299774060,Cognitive scientist,The birth of a word,2475423,4859,276,110,1560204,Yearly TED Conference,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
887,134,526,30,1299857700,Natural resources expert,How to keep rivers and streams flowing,596776,720,57,53,1832606,TEDx,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
888,226,1124,33,1300114680,Op-ed columnist ,The social animal,1132752,2808,217,98,5515238,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
889,239,1063,30,1300198140,Physicist,The sound the universe makes,1119772,1557,211,110,1336909,Yearly TED Conference,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
890,163,247,48,1300286460,"Activist, volunteer firefighter",A life lesson from a volunteer firefighter,2178952,4441,44,85,2204158,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
891,109,1011,29,1300374480,Lighting designer,Why light needs darkness,562653,1318,82,73,1269750,TEDx,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
892,645,1105,42,1300460520,Poet,If I should have a daughter ...,10529854,15045,376,174,1104178,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
893,268,555,46,1300714380,Global health expert; data visionary,The magic washing machine,2391977,4541,91,84,1494892,TEDWomen,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
894,232,421,29,1300734000,Primatologist,"Evolution's gift of play, from bonobo apes to humans",710619,1270,222,157,1660630,Yearly TED Conference,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
895,773,1182,28,1300891080,Ethicist,It's time to question bio-engineering,1226731,2825,273,47,1131952,TEDx,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
896,226,383,33,1300976580,Berkeley Bionics' CEO,Human exoskeletons -- for war and healing,1370710,1888,147,90,1732969,Yearly TED Conference,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
897,71,654,25,1301067000,Soprano,Singing the primal mystery,400082,446,109,46,1986507,TEDx,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
898,353,635,54,1301322660,Language teacher,Don't insist on English!,1624741,3105,251,140,2569531,TEDx,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
899,214,640,31,1301404320,Security consultant,"Cracking Stuxnet, a 21st-century cyber weapon",1349028,1586,125,64,875220,Yearly TED Conference,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
900,102,1091,23,1301494920,Puppeteers,The genius puppetry behind War Horse,1530711,1873,71,53,1558776,Yearly TED Conference,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
901,289,254,43,1301582160,Engineer,Google's driverless car,2442977,2045,91,131,1811867,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
902,270,874,36,1301667960,"Composer, conductor","A virtual choir 2,000 voices strong",3421371,6889,57,35,1005521,Yearly TED Conference,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
903,86,248,34,1301883360,Educator,Hands-on science with squishy circuits,856326,1169,36,62,1209058,Yearly TED Conference,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
904,278,938,33,1302014580,Military leader,"Listen, learn ... then lead",2467385,3177,211,200,3692841,Yearly TED Conference,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
905,110,848,27,1302040260,Google Fellow,Everyday compassion at Google,893343,1016,86,63,789016,Other,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
906,154,1168,31,1302102000,Filmmaker,The greatest TED Talk ever sold,2049103,2839,173,91,1115522,Yearly TED Conference,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
907,158,469,33,1302184140,Entrepreneur,The invention that unlocked a locked-in artist,943624,2169,9,13,1426341,Other,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
908,207,1157,33,1302273180,Inclusivity activist,Looking past limits,2030154,5057,126,63,2060181,TEDWomen,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
909,32,266,31,1302301680,Musician and activist,A song inspired by the ocean,656851,375,37,61,884054,TEDx,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
910,542,1060,37,1302530400,Historian,The history of our world in 18 minutes,7481004,7190,338,224,2670197,Yearly TED Conference,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
911,221,425,40,1302618600,Artist and organizer,The antidote to apathy,1612925,3930,97,144,1947009,TEDx,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
912,134,1169,29,1302705478,Film critic and blogger,Remaking my voice,1104345,1949,35,18,5120639,Yearly TED Conference,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
913,324,250,44,1302789600,Farmer and technologist,Open-sourced blueprints for civilization,1479352,3990,23,41,1276089,Yearly TED Conference,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
914,273,986,31,1302893220,Surgeon,"Transplant cells, not organs",620231,6762,51,46,1128969,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
